System,Sub-System,Diagnostic Code,Condition,Regulation,Link
"Cardiovascular System","Diseases of the Arteries and Veins","7112","Aneurysm, small artery","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7113","Arteriovenous fistula, traumatic","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7114","Peripheral arterial disease","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7115","Thrombo-angiitis obliterans (Buerger’s Disease)","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7117","Raynaud’s syndrome","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7118","Angioneurotic edema","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7119","Erythromelalgia","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7120","Varicose veins","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7121","Post-phlebitic syndrome","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7122","Cold injury residuals","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7123","Soft tissue sarcoma (Vascular)","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7124","Raynaud’s disease (primary)","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Digestive System","Mouth, Lips, Tongue","7200","Soft tissue injury of the mouth","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Mouth, Lips, Tongue","7201","Lips, injuries","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Mouth, Lips, Tongue","7202","Tongue, loss of whole or part","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Esophagus","7203","Esophagus, stricture","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Esophagus","7204","Esophageal motility disorder","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Esophagus","7205","Esophagus, diverticulum","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Esophagus","7206","Gastroesophageal reflux disease","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Esophagus","7207","Barrett’s esophagus","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Stomach and Duodenum","7301","Peritoneum, adhesions of","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Stomach and Duodenum","7303","Chronic complications of upper gastrointestinal surgery","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Stomach and Duodenum","7304","Peptic ulcer disease","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Stomach and Duodenum","7307","Gastritis, chronic","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Stomach and Duodenum","7308","Postgastrectomy syndromes","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Stomach and Duodenum","7309","Stomach, stenosis","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Stomach and Duodenum","7310","Stomach, injury of, residuals","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Liver and Biliary","7311","Liver, injury of, residuals","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Liver and Biliary","7312","Cirrhosis of the liver","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Liver and Biliary","7314","Chronic biliary tract disease","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Liver and Biliary","7315","Cholelithiasis, chronic","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Liver and Biliary","7317","Gallbladder, injury of","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Liver and Biliary","7318","Cholecystectomy (gallbladder removal), complications of","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Intestine","7319","Irritable bowel syndrome (IBS)","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Intestine","7323","Colitis, ulcerative","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Intestine","7325","Enteritis, chronic","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Intestine","7326","Crohn’s disease or inflammatory bowel disease","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Intestine","7327","Diverticulitis and diverticulosis","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Intestine","7328","Intestine, small, resection of","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Intestine","7329","Intestine, large, resection","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Intestine","7330","Intestinal fistulous diseases, external","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Peritoneum","7331","Peritonitis","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Rectum and Anus","7332","Rectum and anus, impairment of sphincter control","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Rectum and Anus","7333","Rectum & anus, stricture","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Rectum and Anus","7334","Rectum, prolapse","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Rectum and Anus","7335","Ano, fistula in","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Rectum and Anus","7336","Hemorrhoids, external or internal","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Rectum and Anus","7337","Pruritus ani (anal itching)","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Hernia","7338","Hernia (femoral, inguinal, umbilical, ventral, incisional)","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Visceroptosis","7342","Visceroptosis","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Neoplasms","7343","Neoplasms, malignant (Digestive)","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Neoplasms","7344","Benign neoplasms, exclusive of skin growths","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Liver and Biliary","7345","Chronic liver disease without cirrhosis","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Hernia","7346","Hiatal hernia and paraesophageal hernia","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Pancreas","7347","Pancreatitis, chronic","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Stomach and Duodenum","7348","Vagotomy with pyloroplasty or gastroenterostomy","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Liver and Biliary","7350","Liver abscess","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Liver and Biliary","7351","Liver transplant","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Pancreas","7352","Pancreas transplant","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Liver and Biliary","7354","Hepatitis C","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Intestine","7355","Celiac disease","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Stomach and Duodenum","7356","Gastrointestinal dysmotility syndrome","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Digestive System","Pancreas","7357","Post pancreatectomy syndrome","38 CFR § 4.114","https://www.ecfr.gov/current/title-38/section-4.114"
"Genitourinary System","Kidney","7500","Kidney, removal","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7501","Kidney, abscess","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7502","Nephritis, chronic","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7504","Pyelonephritis, chronic","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7505","Kidney, tuberculosis","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7507","Nephrosclerosis, arteriolar","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7508","Nephrolithiasis/Ureterolithiasis/Nephrocalcinosis","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7509","Hydronephrosis","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Ureter","7511","Ureter, stricture","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Bladder","7512","Cystitis, chronic","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Bladder","7515","Bladder, calculus","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Bladder","7516","Bladder, fistula","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Bladder","7517","Bladder, injury","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Urethra","7518","Urethra, stricture","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Urethra","7519","Urethra, fistula","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Male Reproductive Organ","7520","Penis, removal of half or more","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Male Reproductive Organ","7521","Penis, removal of glans","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Male Reproductive Organ","7522","Erectile dysfunction","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Male Reproductive Organ","7523","Testis, atrophy, complete","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Male Reproductive Organ","7524","Testis, removal","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Male Reproductive Organ","7525","Prostatitis, urethritis, epididymitis, orchitis (chronic only)","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Male Reproductive Organ","7527","Prostate gland injuries, infections, hypertrophy","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Neoplasm","7528","Malignant neoplasms (Genitourinary)","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Neoplasm","7529","Benign neoplasms (Genitourinary)","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7530","Renal disease, chronic","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7531","Kidney transplant","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7532","Renal tubular disorders","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7533","Cystic diseases of the kidneys","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7534","Atherosclerotic renal disease","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7535","Toxic nephropathy","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7536","Glomerulonephritis","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7537","Interstitial nephritis","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7538","Papillary necrosis","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7539","Renal amyloid disease","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7540","Disseminated intravascular coagulation","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7541","Renal involvement in diabetes mellitus type I or II","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Bladder","7542","Neurogenic bladder","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Male Reproductive Organ","7543","Varicocele/Hydrocele","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Kidney","7544","Renal disease caused by viral infection (HIV, Hep B, Hep C)","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Genitourinary System","Bladder","7545","Bladder, diverticulum of","38 CFR § 4.115b","https://www.ecfr.gov/current/title-38/section-4.115b"
"Gynecological/Breast","Female Reproductive Organ","7610","Vulva or clitoris, disease or injury of","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7611","Vagina, disease or injury","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7612","Cervix, disease or injury","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7613","Uterus, disease or injury","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7614","Fallopian tube, disease or injury","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7615","Ovary, disease or injury","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7617","Uterus and both ovaries, removal","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7618","Uterus, removal","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7619","Ovary, removal","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7620","Ovaries, atrophy of both","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7621","Pelvic organ prolapse","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7624","Fistula, rectovaginal","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7625","Fistula, urethrovaginal","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Breast","7626","Breast, surgery","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Neoplasm","7627","Malignant neoplasms of gynecological system","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Neoplasm","7628","Benign neoplasms of gynecological system","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7629","Endometriosis","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Breast","7630","Malignant neoplasms of the breast","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Breast","7631","Benign neoplasms of the breast and other injuries","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Gynecological/Breast","Female Reproductive Organ","7632","Female sexual arousal disorder (FSAD)","38 CFR § 4.116","https://www.ecfr.gov/current/title-38/section-4.116"
"Hemic and Lymphatic","Hemic and Lymphatic","7702","Agranulocytosis, acquired","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7703","Leukemia","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7704","Polycythemia vera","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7705","Immune thrombocytopenia","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7706","Splenectomy","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7707","Spleen, injury of, healed","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7709","Hodgkin’s lymphoma","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7710","Adenitis, tuberculous","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7712","Multiple myeloma","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7714","Sickle cell anemia","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7715","Non-Hodgkin’s lymphoma","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7716","Aplastic anemia","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7717","AL amyloidosis (primary amyloidosis)","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7718","Essential thrombocythemia and primary myelofibrosis","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7719","Chronic myelogenous leukemia (CML)","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7720","Iron deficiency anemia","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7721","Folic acid deficiency","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7722","Pernicious anemia and Vitamin B12 deficiency anemia","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7723","Acquired hemolytic anemia","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7724","Solitary plasmacytoma","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"Hemic and Lymphatic","Hemic and Lymphatic","7725","Myelodysplastic syndromes","38 CFR § 4.117","https://www.ecfr.gov/current/title-38/section-4.117"
"The Skin","The Skin","7800","Burn scar(s) head, face, or neck","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7801","Burn scar(s) not of the head, face, or neck (deep)","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7802","Burn scar(s) not of the head, face, or neck (superficial)","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7804","Scar(s), unstable or painful","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7805","Scars, other","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7806","Dermatitis or eczema","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7807","Leishmaniasis, American (New World)","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7808","Leishmaniasis, Old World","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7809","Discoid lupus erythematosus","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7811","Tuberculosis luposa (lupus vulgaris)","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7813","Dermatophytosis","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7815","Bullous disorders","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7816","Psoriasis","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7817","Erythroderma","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7818","Malignant skin neoplasms","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7819","Benign skin neoplasms","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7820","Infections of the skin","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7821","Cutaneous manifestations of collagen-vascular diseases","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7822","Papulosquamous disorders","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7823","Vitiligo","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7824","Keratinization, diseases","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7825","Chronic urticaria","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7826","Vasculitis, primary cutaneous","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7827","Erythema multiforme","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7828","Acne","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7829","Chloracne","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7830","Scarring alopecia","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7831","Alopecia areata","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7832","Hyperhidrosis","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"The Skin","The Skin","7833","Malignant melanoma","38 CFR § 4.118","https://www.ecfr.gov/current/title-38/section-4.118"
"Endocrine System","Endocrine System","7900","Hyperthyroidism","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7901","Thyroid enlargement, toxic","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7902","Thyroid enlargement, nontoxic","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7903","Hypothyroidism","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7904","Hyperparathyroidism","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7905","Hypoparathyroidism","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7906","Thyroiditis","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7907","Cushing’s syndrome","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7908","Acromegaly","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7909","Diabetes insipidus","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7911","Addison’s disease","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7912","Polyglandular syndrome","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7913","Diabetes mellitus","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7914","Malignant neoplasm (Endocrine)","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7915","Benign neoplasm (Endocrine)","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7916","Hyperpituitarism","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7917","Hyperaldosteronism","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7918","Pheochromocytoma","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Endocrine System","Endocrine System","7919","C-cell hyperplasia, thyroid","38 CFR § 4.119","https://www.ecfr.gov/current/title-38/section-4.119"
"Neurological","Organic Diseases of CNS","8000","Encephalitis, epidemic, chronic","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Brain, New Growth of","8002","Malignant growth of Brain","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Brain, New Growth of","8003","Benign growth of Brain","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8004","Paralysis agitans","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8005","Bulbar palsy","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8007","Brain, vessels, embolism","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8008","Brain, vessels, thrombosis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8009","Brain, vessels, hemorrhage","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8010","Myelitis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8011","Poliomyelitis, anterior","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
